"NAME","EYE","ALIVE","APPEARANCES","FIRST APPEARANCE","HAIR","SEX","ALIGN","ID","SECRET"
"Avoe","","Living Characters","11","May-10","No Hair","Female Characters","Neutral Characters","Secret Identity","d9a98c1d-f762-488b-8e7f-9af6e3ce488c"
"Michel de Nostredame","Blue Eyes","Living Characters","11","Aug-10","Grey Hair","Male Characters","Good Characters","Public Identity","c2ee526f-29e1-4458-86fe-a086b3c4e325"
"Phillip Hayes","Blue Eyes","Deceased Characters","11","Jan-10","Brown Hair","Male Characters","Bad Characters","Public Identity","528695b1-eb27-4739-b24d-3e11c0be2278"
"Aaron MacKenzie","","Living Characters","11","Apr-11","Blond Hair","Male Characters","Good Characters","No Dual Identity","9c6726de-a0bb-40ad-8aff-a3f981300597"
"Black Knight","","Living Characters","11","Sep-11","Black Hair","Female Characters","Bad Characters","Secret Identity","3fa78d6c-0735-44f8-ac8c-78f79db264c0"
"Dagan Shah","","Living Characters","11","Dec-11","Black Hair","Male Characters","Bad Characters","Secret Identity","86261dff-407a-4df5-bd0e-e7b4ebde6e8f"
"Father","","Deceased Characters","11","May-11","Bald","Male Characters","Bad Characters","","68b79915-1b88-4859-87d6-ab41482adca4"
"Katherine Glover","","Living Characters","11","Apr-11","Brown Hair","Female Characters","Good Characters","","6e298a90-9d78-43e3-a25b-c3190d0ddab8"
"Nighteyes","Red Eyes","Living Characters","11","Nov-11","Brown Hair","Female Characters","Good Characters","Secret Identity","c35dfea7-783c-4f02-b0a2-e52708e41501"
"Quickshot","Red Eyes","Living Characters","11","Nov-11","Brown Hair","Male Characters","Good Characters","Secret Identity","1031039c-6806-4a22-ace6-36e71110b4f9"
"Tier Sinclair","Red Eyes","Deceased Characters","11","Oct-11","Brown Hair","Male Characters","Good Characters","Secret Identity","2dd14a54-9e37-4a18-a2fe-c1bb53cad61e"
"Visigoth","Red Eyes","Living Characters","11","Nov-11","Brown Hair","Male Characters","Good Characters","Secret Identity","2cb3d0ec-5729-4847-928d-d73d7123f7ae"
"Kashmir Vennema","","Living Characters","11","Jun-12","Black Hair","Female Characters","Bad Characters","","08f32b31-7e83-4efa-b1a8-0c2ae1bd966e"
"Thori","Red Eyes","Living Characters","11","Feb-12","Grey Hair","Male Characters","Bad Characters","Secret Identity","58afac5e-81f1-404f-8b90-e88c912bf01f"
"Andrea Benton","Purple Eyes","Living Characters","11","Apr-13","Purple Hair","Female Characters","Neutral Characters","Public Identity","d009a960-6a61-4b37-bfb3-615c7829712a"
"Charlie Cluster-7","Blue Eyes","Living Characters","11","Feb-13","Black Hair","Female Characters","Good Characters","Secret Identity","f341e6f7-1766-42fb-be88-ee41fb428fa8"
"Kaelynn Alexander","Blue Eyes","Living Characters","11","Apr-13","Black Hair","Female Characters","Good Characters","","942ca0ab-71b8-4bcb-853f-716526183cf2"
"Axel Asher","","Living Characters","11","","Brown Hair","Male Characters","","Secret Identity","d0cda69b-b642-47fa-96a3-3f3dd7f3fcb2"
"Ben Gallagher","","Deceased Characters","11","","Brown Hair","Male Characters","Good Characters","Secret Identity","f50e94ca-c618-4e6e-8158-362b88d1fd80"
"Paul Anselm","Blue Eyes","Living Characters","11","","Brown Hair","Male Characters","Good Characters","Public Identity","19da6a90-3cc7-4053-b7a6-7e06d54f1464"
"Rick Mason","Brown Eyes","Deceased Characters","11","","Brown Hair","Male Characters","Good Characters","Secret Identity","48cbbf3d-7bf8-4516-a9e2-3afcc7c26d94"
"Ebony Maw","Blue Eyes","Living Characters","11","","White Hair","Male Characters","Bad Characters","No Dual Identity","ed4c9a7e-a3d3-4401-b560-690eff087b80"
"Harrison Snow","Blue Eyes","Living Characters","11","","Black Hair","Male Characters","Good Characters","No Dual Identity","90f667b9-722d-44be-8bcb-4d678e529cab"
"Monica Chang","Black Eyes","Living Characters","11","","Black Hair","Female Characters","Good Characters","No Dual Identity","c73765fd-5b1d-49fb-bb38-661720ce2693"
"Udarnik","Blue Eyes","Living Characters","11","","No Hair","Agender Characters","Neutral Characters","Secret Identity","9501b2dc-7198-4eee-a2fc-338638d5380b"
"Hirohito","","Living Characters","10","Jun-42","Black Hair","Male Characters","Bad Characters","Public Identity","b9ac1c58-24be-42cc-9a41-f1a9069bb4f9"
"Marla Drake","","Living Characters","10","Dec-42","","Female Characters","Good Characters","Secret Identity","35812cf2-7efc-4051-95c5-732c4edc72a4"
"Tommy Tyme","","Living Characters","10","Apr-43","Orange Hair","Male Characters","Good Characters","Public Identity","3b3300e1-9d72-4e5a-b6e6-2caf0e27eb1e"
"Victoria Murdock","Brown Eyes","Deceased Characters","10","Jun-47","Blond Hair","Female Characters","Bad Characters","Secret Identity","6ea8fcfb-db5a-4e54-aa97-7b32f3c9551a"
"Arizona Annie","Brown Eyes","Deceased Characters","10","Mar-48","Brown Hair","Female Characters","Good Characters","Secret Identity","722d713f-56b1-4b2e-bc41-2515c4f01d3c"
"Soapy","","Living Characters","10","Nov-55","Grey Hair","Male Characters","Good Characters","Public Identity","67f7cdf2-1ba4-4912-a814-40a1f94aa7ec"
"Googam","Red Eyes","Living Characters","10","May-61","No Hair","Male Characters","Bad Characters","Secret Identity","7a48a78c-4b7c-45ae-a38d-2dc47b1adb07"
"Goom","","Living Characters","10","Mar-61","","Male Characters","Bad Characters","Secret Identity","6caeade1-d854-4e25-b902-ba845d9b2715"
"Grogg","","Living Characters","10","Apr-61","No Hair","Male Characters","Good Characters","Secret Identity","11bdb239-fe03-4c2d-9c41-675457dae7c0"
"Carl Zante","Brown Eyes","Living Characters","10","Mar-63","Brown Hair","Male Characters","Bad Characters","Public Identity","726ccf74-ad90-4ab0-84fd-da574b57d3da"
"Scarlet Beetle","Black Eyes","Living Characters","10","Jan-63","No Hair","Male Characters","Bad Characters","Public Identity","c21a87cc-5ef5-4fe9-8a9b-78f99677e28c"
"Ve Borson","","Deceased Characters","10","Oct-63","","Male Characters","Good Characters","","99f8d1ea-aef7-4103-8849-70c89017b3b7"
"Vili Borson","","Deceased Characters","10","Oct-63","","Male Characters","Good Characters","","1fd4b242-adf3-4621-aafb-8355faf16c70"
"Boris Turgenov","Blue Eyes","Deceased Characters","10","Apr-64","Blond Hair","Male Characters","Bad Characters","Secret Identity","dab533ed-4e8a-414c-8e68-066100429d6b"
"Franz Gruber","","Living Characters","10","Jul-64","Bald","Male Characters","Bad Characters","Secret Identity","dbc45870-b100-4d67-88e2-0da9f378864a"
"Rama Kaliph","Brown Eyes","Living Characters","10","Sep-65","Grey Hair","Male Characters","","No Dual Identity","8568d323-a805-4f73-bd23-fad034633cbf"
"Zoltan Drago","Brown Eyes","Deceased Characters","10","Feb-65","Brown Hair","Male Characters","Bad Characters","Public Identity","9601c7ac-07b9-4a5b-a11e-bc2e26b7c353"
"August Hopper","Green Eyes","Living Characters","10","Sep-66","Grey Hair","Male Characters","Bad Characters","Public Identity","5fdac36a-c7ad-4cef-bd6e-dd52f0e8c506"
"John Robert Keane","Blue Eyes","Deceased Characters","10","Nov-66","Brown Hair","Male Characters","Bad Characters","Secret Identity","eed0fbfb-fcdd-482d-9dc4-483247521092"
"Porga","","Deceased Characters","10","Sep-66","No Hair","Male Characters","Good Characters","Secret Identity","449fea20-cfff-4723-aaf2-20d9e709ec14"
"Flint","","Living Characters","10","Jul-67","","Male Characters","Bad Characters","","01d67168-959e-4780-8b07-282194872a4d"
"Gary Buser","Brown Eyes","Deceased Characters","10","Nov-67","Brown Hair","Male Characters","Bad Characters","Secret Identity","236958b1-a512-4e17-8f5a-70b17ed5a6be"
"Jerome Hamilton","","Deceased Characters","10","Aug-67","Blond Hair","Male Characters","","No Dual Identity","0b7c4c28-7aec-4b24-8fa5-42021d562f1a"
"Kraken","Yellow Eyes","Living Characters","10","Jul-67","No Hair","Agender Characters","","","0c64ce85-ac05-4c0b-8c39-e4626ee40fc0"
"Lurking Unknown","Black Eyes","Living Characters","10","Jan-67","Bald","Male Characters","Bad Characters","Secret Identity","fb95ad77-afac-4a4f-9d6d-b656319ed593"
"Lyndon Johnson","","Living Characters","10","Feb-67","Brown Hair","Male Characters","Neutral Characters","Public Identity","7a306841-1275-4a74-937a-59badf9e033c"
"Charles Benton","","Deceased Characters","10","Jun-68","Grey Hair","Male Characters","Bad Characters","Secret Identity","1545ac9e-1bd1-4fd3-b6ac-c0ecb113e36e"
"Randau","","Living Characters","10","May-68","No Hair","Male Characters","Bad Characters","","511bcd0a-5563-4d50-a331-751a4c6a3064"
"Equilibrius","","Living Characters","10","Nov-69","","Male Characters","","Secret Identity","0bc89578-7184-478d-8ccf-1e2267a450a8"
"Galaxy Master","","Living Characters","10","Jan-69","No Hair","","","Secret Identity","11666ada-fe06-4194-a50b-29dbcda9004b"
"Karthon","Brown Eyes","Living Characters","10","Feb-69","Black Hair","Male Characters","Good Characters","Public Identity","aa4f437b-070b-494a-83aa-7338d36baa7f"
"Dark-Crawler","Red Eyes","Living Characters","10","Apr-70","","Male Characters","Bad Characters","Secret Identity","ec44b218-167f-4100-a9ee-54e0e2e0cfae"
"Nameless One","Red Eyes","Living Characters","10","Feb-70","No Hair","Male Characters","Bad Characters","Secret Identity","f2500848-bc96-4f9f-a23f-68ca0c1387f0"
"William Carver","Brown Eyes","Deceased Characters","10","Oct-70","White Hair","Male Characters","Good Characters","Secret Identity","096a9e7c-9e32-4451-8653-86cce83b2984"
"Borna","","Living Characters","10","Mar-71","Red Hair","Male Characters","","Public Identity","40d9facd-1347-459e-ac81-387880170b94"
"Fafnir Hellhand","Blue Eyes","Living Characters","10","Jun-71","Red Hair","Male Characters","","Public Identity","9f38f1fc-f3b9-4ea4-9f0b-1e1a4d70daee"
"Bart Slade","","Living Characters","10","Dec-72","Black Hair","Male Characters","","","a1e23600-f180-4bec-8552-b0600b2f5391"
"Clifton Graves","Blue Eyes","Deceased Characters","10","Apr-72","Brown Hair","Male Characters","Bad Characters","No Dual Identity","33ecd97c-2cf5-4fcb-bde7-bf2e44b03312"
"Donald Sample","","Deceased Characters","10","May-72","Brown Hair","Male Characters","Good Characters","Public Identity","485fabf3-dad8-4459-be60-8a7e43a67b2c"
"Kid Cassidy","","Deceased Characters","10","Oct-72","Blond Hair","Male Characters","Bad Characters","Secret Identity","754c5141-e0ee-40c0-a34a-dbd34f6154bc"
"Michael Kelly","","Living Characters","10","Jun-72","Brown Hair","Male Characters","Good Characters","Public Identity","3201a3e0-59f4-45fa-bb22-ab58b1f2a877"
"Roland Hamilton","Brown Eyes","Deceased Characters","10","May-72","Brown Hair","Male Characters","","Public Identity","787620da-e039-45f6-a84c-ddde0eb17952"
"Shades","Brown Eyes","Deceased Characters","10","Jun-72","Bald","Male Characters","Neutral Characters","Secret Identity","0c6c3f44-3384-4f8d-9286-1ecf68d0381a"
"Amon","","Living Characters","10","Oct-73","","","Good Characters","","977f67d9-1d4e-409d-8357-48fd88c74735"
"Bertha","","Living Characters","10","Jun-73","","Female Characters","Good Characters","No Dual Identity","734fe633-6ebc-4201-a483-db8035d3b812"
"Hecate","","Living Characters","10","Oct-73","","","","","1a79d9f4-576f-478a-8d48-5e0421f10469"
"Horatio Walters","Blue Eyes","Living Characters","10","Sep-73","Blond Hair","Male Characters","Bad Characters","Public Identity","b66c4a93-d2bd-4443-9852-ffa1037c393f"
"Joshua Kale","","Living Characters","10","Jun-73","Black Hair","Male Characters","Neutral Characters","Public Identity","4adc1f7c-05f7-4f4f-98f1-3780cabeefeb"
"Moondark","Blue Eyes","Living Characters","10","Aug-73","Black Hair","Male Characters","Bad Characters","Secret Identity","4a3aae56-ce18-4f83-aecf-322149c7862e"
"Set","","Living Characters","10","Oct-73","","","","","dcb433fd-5939-4c72-aa69-d84cc303f52e"
"Grover Raymond","Brown Eyes","Deceased Characters","10","Feb-74","Black Hair","Male Characters","Bad Characters","Secret Identity","e3337e3d-1ce3-4312-9ca2-b130c630696b"
"Melinda Morrison","","Living Characters","10","May-74","","Female Characters","","","7c218ee5-4770-418e-9058-80a9d7dc1686"
"Piranha","Yellow Eyes","Deceased Characters","10","May-74","No Hair","Female Characters","Bad Characters","Secret Identity","71723e5e-cba1-4e84-8cd2-a784bd081cd9"
"Slifer","Red Eyes","Living Characters","10","Feb-74","No Hair","Male Characters","Bad Characters","Secret Identity","00e05d6f-0650-4e6b-b7fa-5d9c8e14ede1"
"Tim Stuart","","Living Characters","10","Dec-74","Brown Hair","Male Characters","Bad Characters","","3af830f7-6b95-4894-8b23-9ecd84b86681"
"Zenobia","","Living Characters","10","Dec-74","Brown Hair","Female Characters","","No Dual Identity","3a009acc-484f-4ed3-8edc-e7d260748ce5"
"Ann Reynolds","","Living Characters","10","Aug-75","Blond Hair","Female Characters","Good Characters","No Dual Identity","afa03878-2b1f-494b-a038-3b08d2804a9f"
"Isis","","Living Characters","10","Sep-75","","Female Characters","Neutral Characters","Secret Identity","1c290b3c-b54c-47ac-a65a-6d53f761768f"
"Jeff Turner","","Living Characters","10","Aug-75","","Male Characters","Good Characters","No Dual Identity","640265a0-044a-4460-b062-03b8ec74308e"
"Kierrok","Yellow Eyes","Living Characters","10","Dec-75","","Male Characters","Bad Characters","Secret Identity","0cd7357b-efb6-4f3b-975c-c4c685865bdf"
"Raymond Corey","","Living Characters","10","Aug-75","Black Hair","Male Characters","Good Characters","No Dual Identity","80f82917-8a32-40b6-9144-a51e506b1342"
"Anton Lupeski","","Deceased Characters","10","Jun-76","","Male Characters","Bad Characters","No Dual Identity","ede18ce8-c4e7-4900-be52-27ce36f1f2de"
"Barry Bauman","","Living Characters","10","Jun-76","Brown Hair","Male Characters","Bad Characters","","953cacd2-5f02-4de7-8ff2-5df63eef51f4"
"Harry Key","","Living Characters","10","Jul-76","Red Hair","Male Characters","Bad Characters","Public Identity","810716fa-0edd-4e1c-9a74-51909a7b1d60"
"Rhomann Dey","Blue Eyes","Deceased Characters","10","Sep-76","Black Hair","Male Characters","Good Characters","","43f818db-bf6e-4468-bad4-e5b0ba7c7f3f"
"Yuri Petrovitch","Blue Eyes","Living Characters","10","Aug-76","Black Hair","Male Characters","Bad Characters","Secret Identity","7b775698-d504-4f80-a643-89785938544a"
"Gazelle","","Deceased Characters","10","Aug-77","","Female Characters","Good Characters","Secret Identity","db4c361b-4d68-494a-8494-b319716890d4"
"Harmony Whyte","","Living Characters","10","Sep-77","Blond Hair","Female Characters","Neutral Characters","Public Identity","74562f03-b3c2-4950-9953-91f0c4238f94"
"James Carter","","Living Characters","10","Jan-77","","Male Characters","Good Characters","No Dual Identity","203f4873-3b88-40d9-8b28-5a0c6d276550"
"Kerwin Korman","Yellow Eyes","Living Characters","10","Jan-77","Black Hair","Male Characters","Bad Characters","","3969099b-9f67-48fe-b6be-08eca13fa39d"
"Taurus","","Living Characters","10","Jul-77","Blond Hair","Female Characters","Bad Characters","Secret Identity","ba9a6b50-1700-4ac2-8cef-43b6590bd6a0"
"Nereel","","Living Characters","10","Oct-78","Black Hair","Female Characters","Good Characters","Secret Identity","64244e43-89aa-43be-b0e6-9bf3c5e309b3"
"April Maye","","Living Characters","10","Jul-79","Blond Hair","Female Characters","Neutral Characters","No Dual Identity","59ef7316-e03d-4da6-9bdd-7eb94e9dc752"
"Charles Snow","","Living Characters","10","Mar-79","","Male Characters","","Public Identity","5941d9f3-0643-45a8-8c4b-870a5b7fa67e"
"Chip Martin","Blue Eyes","Living Characters","10","Nov-79","Brown Hair","Male Characters","Neutral Characters","Secret Identity","1e0b421b-8c36-4ee7-9467-c1251df32326"
"Maggie Jones","","Living Characters","10","Oct-79","","Female Characters","","","a6ce00e7-e1df-4185-a1b7-9b66c9609787"
"Phillip Barnett","","Living Characters","10","Mar-79","Red Hair","Male Characters","","Public Identity","b775ac32-38a8-4b58-97c2-3d55661bb080"
"Walter Hardy","","Deceased Characters","10","Jul-79","Bald","Male Characters","Neutral Characters","","bc5ae88f-798e-4334-aa70-716c111ac61c"
"Ralph Hutchins","","Living Characters","10","Jul-80","Brown Hair","Male Characters","","Secret Identity","e47a829e-1415-4522-bd3d-854ef9850853"
"Yu-Huang","Brown Eyes","Living Characters","10","Oct-80","Black Hair","Male Characters","Good Characters","","927f5198-3fdd-4cad-bc21-af1a27b79ada"
"Ahpuch","","Living Characters","10","Oct-82","No Hair","Male Characters","Bad Characters","","a94bdc05-7d54-4dae-a86e-2a80d31b7af8"
"Indries Moomji","Black Eyes","Living Characters","10","Oct-82","Black Hair","Female Characters","Bad Characters","Secret Identity","16a95bff-262d-40fa-aee3-16885743970c"
"Edward Cobert","Blue Eyes","Living Characters","10","Dec-83","Bald","Male Characters","Bad Characters","Public Identity","103e018f-e020-4e94-a846-5f08dbfe9d93"
"Ian McNee","Blue Eyes","Living Characters","10","Jan-83","Blond Hair","Male Characters","Good Characters","Public Identity","0051da89-1274-4750-b6eb-f12dfdc125da"
"Ika","","Living Characters","10","Jul-83","","Female Characters","Good Characters","","a3631f5e-2c25-4764-9edb-319dade266c7"
"Kalibar","","Living Characters","10","May-83","","Male Characters","Good Characters","","0cf85e3d-4726-4913-8cf8-639fd8590d67"
